1000000 32 1 7.422346e-02 3.531821e+12
1000000 32 2 7.456636e-02 7.031159e+12
1000000 32 3 7.353111e-02 1.069523e+13
1000000 32 4 7.376703e-02 1.421470e+13
1000000 32 5 7.373124e-02 1.777700e+13
1000000 32 6 7.369618e-02 2.134254e+13
1000000 32 7 7.369232e-02 2.490094e+13
1000000 32 8 7.368916e-02 2.845944e+13
1000000 32 9 7.375272e-02 3.198927e+13
1000000 32 10 7.389093e-02 3.547716e+13
1000000 32 11 8.029901e-02 3.591058e+13
1000000 32 12 8.102777e-02 3.882284e+13
1000000 32 13 7.191434e-02 4.738794e+13
1000000 32 14 7.195045e-02 5.100754e+13
1000000 32 15 7.197798e-02 5.463004e+13
1000000 32 16 7.197191e-02 5.827696e+13
1000000 32 17 7.199294e-02 6.190118e+13
1000000 32 18 7.202218e-02 6.551582e+13
1000000 32 19 7.142008e-02 6.973860e+13
1000000 32 20 7.148962e-02 7.333764e+13
1000000 32 21 7.141730e-02 7.708250e+13
1000000 32 22 7.149449e-02 8.066591e+13
1000000 32 23 7.092827e-02 8.500577e+13
1000000 32 24 7.094330e-02 8.868287e+13
1000000 32 25 7.098032e-02 9.232982e+13
1000000 32 26 7.099793e-02 9.599919e+13
1000000 32 27 7.100185e-02 9.968597e+13
1000000 32 28 7.101893e-02 1.033532e+14
1000000 32 29 7.103899e-02 1.070141e+14
1000000 32 30 7.233947e-02 1.087141e+14
1000000 32 31 7.699067e-02 1.055513e+14
1000000 32 32 7.756496e-02 1.081495e+14
1000000 32 33 7.048910e-02 1.227247e+14
1000000 32 34 7.049961e-02 1.264247e+14
1000000 32 35 7.050170e-02 1.301393e+14
1000000 32 36 7.050983e-02 1.338421e+14
1000000 32 37 7.050953e-02 1.375605e+14
1000000 32 38 7.051938e-02 1.412587e+14
1000000 32 39 7.050967e-02 1.449959e+14
1000000 32 40 6.994967e-02 1.499043e+14
1000000 32 41 6.995291e-02 1.536448e+14
1000000 32 42 6.994265e-02 1.574154e+14
1000000 32 43 6.994767e-02 1.611518e+14
1000000 32 44 6.995162e-02 1.648902e+14
1000000 32 45 6.995047e-02 1.686405e+14
1000000 32 46 6.995215e-02 1.723839e+14
1000000 32 47 6.887585e-02 1.788837e+14
1000000 32 48 6.933450e-02 1.814813e+14
1000000 32 49 6.924355e-02 1.855055e+14
1000000 32 50 6.965756e-02 1.881662e+14
1000000 32 51 6.972763e-02 1.917367e+14
1000000 32 52 6.959632e-02 1.958651e+14
1000000 32 53 6.999705e-02 1.984888e+14
1000000 32 54 7.065147e-02 2.003607e+14
1000000 32 55 7.092174e-02 2.032934e+14
1000000 32 56 7.689155e-02 1.909191e+14
1000000 32 57 7.102940e-02 2.103665e+14
1000000 32 58 7.120282e-02 2.135358e+14
1000000 32 59 7.150250e-02 2.163071e+14
1000000 32 60 7.118476e-02 2.209552e+14
1000000 32 61 7.129103e-02 2.243029e+14
1000000 32 62 7.098196e-02 2.289727e+14
1000000 32 63 7.162954e-02 2.305623e+14
1000000 32 64 7.231716e-02 2.319949e+14
1000000 32 65 7.277507e-02 2.341373e+14
1000000 32 66 7.282687e-02 2.375703e+14
1000000 32 67 7.202302e-02 2.438616e+14
1000000 32 68 7.197795e-02 2.476563e+14
1000000 32 69 1.425389e-01 1.268982e+14
1000000 32 70 1.424622e-01 1.288066e+14
1000000 32 71 1.425793e-01 1.305395e+14
1000000 32 72 1.422667e-01 1.326689e+14
1000000 32 73 1.425717e-01 1.342238e+14
1000000 32 74 1.423239e-01 1.362994e+14
1000000 32 75 1.422699e-01 1.381937e+14
1000000 32 76 1.420957e-01 1.402079e+14
1000000 32 77 1.421577e-01 1.419908e+14
1000000 32 78 1.425681e-01 1.434208e+14
1000000 32 79 1.429154e-01 1.449065e+14
1000000 32 80 1.423368e-01 1.473373e+14
1000000 32 81 1.424577e-01 1.490524e+14
1000000 32 82 1.427171e-01 1.506183e+14
1000000 32 83 1.429415e-01 1.522158e+14
1000000 32 84 1.431556e-01 1.538193e+14
1000000 32 85 1.424941e-01 1.563730e+14
1000000 32 86 1.426009e-01 1.580943e+14
1000000 32 87 1.424050e-01 1.601525e+14
1000000 32 88 1.428175e-01 1.615256e+14
1000000 32 89 1.427533e-01 1.634345e+14
1000000 32 90 1.422768e-01 1.658244e+14
1000000 32 91 1.428897e-01 1.669477e+14
1000000 32 92 1.430289e-01 1.686180e+14
1000000 32 93 1.431268e-01 1.703342e+14
1000000 32 94 1.434923e-01 1.717272e+14
1000000 32 95 1.432548e-01 1.738419e+14
1000000 32 96 1.427046e-01 1.763491e+14
1000000 32 97 1.427071e-01 1.781829e+14
1000000 32 98 1.432568e-01 1.793291e+14
1000000 32 99 1.434285e-01 1.809421e+14
1000000 32 100 1.432432e-01 1.830062e+14
1000000 32 101 1.434491e-01 1.845710e+14
1000000 32 102 1.432468e-01 1.866616e+14
1000000 32 103 1.433838e-01 1.883116e+14
1000000 32 104 1.435902e-01 1.898666e+14
1000000 32 105 1.439370e-01 1.912303e+14
1000000 32 106 1.437605e-01 1.932885e+14
1000000 32 107 1.438256e-01 1.950237e+14
1000000 32 108 1.438219e-01 1.968515e+14
1000000 32 109 1.437893e-01 1.987192e+14
1000000 32 110 1.433896e-01 2.011014e+14
1000000 32 111 1.442191e-01 2.017624e+14
1000000 32 112 1.444483e-01 2.032570e+14
1000000 32 113 1.444965e-01 2.050034e+14
1000000 32 114 1.447996e-01 2.063847e+14
1000000 32 115 1.443963e-01 2.087765e+14
1000000 32 116 1.448733e-01 2.098987e+14
1000000 32 117 1.448592e-01 2.117287e+14
1000000 32 118 1.453019e-01 2.128878e+14
1000000 32 119 1.444794e-01 2.159141e+14
1000000 32 120 1.448963e-01 2.171021e+14
1000000 32 121 1.452883e-01 2.183206e+14
1000000 32 122 1.451073e-01 2.203994e+14
1000000 32 123 1.453921e-01 2.217707e+14
1000000 32 124 1.455673e-01 2.233047e+14
1000000 32 125 1.472053e-01 2.226008e+14
1000000 32 126 1.472760e-01 2.242738e+14
1000000 32 127 1.469680e-01 2.265275e+14
1000000 32 128 1.467429e-01 2.286614e+14
1000000 32 129 1.475739e-01 2.291502e+14
1000000 32 130 1.478054e-01 2.305648e+14
1000000 32 131 1.477590e-01 2.324113e+14
1000000 32 132 1.478323e-01 2.340693e+14
1000000 32 133 1.479635e-01 2.356335e+14
1000000 32 134 1.488586e-01 2.359776e+14
1000000 32 135 1.486612e-01 2.380543e+14
1000000 32 136 1.483995e-01 2.402406e+14
1000000 32 137 2.162321e-01 1.660888e+14
1000000 32 138 2.167598e-01 1.668938e+14
1000000 32 139 2.161580e-01 1.685712e+14
1000000 32 140 2.176109e-01 1.686503e+14
1000000 32 141 2.164023e-01 1.708036e+14
1000000 32 142 2.169984e-01 1.715425e+14
1000000 32 143 2.169474e-01 1.727911e+14
1000000 32 144 2.168881e-01 1.740470e+14
1000000 32 145 2.171831e-01 1.750177e+14
1000000 32 146 2.168420e-01 1.765019e+14
1000000 32 147 2.169842e-01 1.775944e+14
1000000 32 148 2.172203e-01 1.786081e+14
1000000 32 149 2.171404e-01 1.798811e+14
1000000 32 150 2.162799e-01 1.818088e+14
1000000 32 151 2.172929e-01 1.821677e+14
1000000 32 152 2.172680e-01 1.833951e+14
1000000 32 153 2.173050e-01 1.845702e+14
1000000 32 154 2.174915e-01 1.856172e+14
1000000 32 155 2.177038e-01 1.866404e+14
1000000 32 156 2.167117e-01 1.887045e+14
1000000 32 157 2.179321e-01 1.888506e+14
1000000 32 158 2.179501e-01 1.900378e+14
1000000 32 159 2.176424e-01 1.915109e+14
1000000 32 160 2.180679e-01 1.923393e+14
1000000 32 161 2.177035e-01 1.938654e+14
1000000 32 162 2.182587e-01 1.945734e+14
1000000 32 163 2.185498e-01 1.955136e+14
1000000 32 164 2.180908e-01 1.971271e+14
1000000 32 165 2.187895e-01 1.976958e+14
1000000 32 166 2.183429e-01 1.993008e+14
1000000 32 167 2.181357e-01 2.006918e+14
1000000 32 168 2.186374e-01 2.014302e+14
1000000 32 169 2.186655e-01 2.026032e+14
1000000 32 170 2.190092e-01 2.034823e+14
