0 0 0 2 1714 14.355140
0 0 1 3 1711 14.388759
0 0 2 0 1667 14.742651
0 0 3 5 1708 14.431004
0 0 4 10 1718 14.388759
0 0 5 7 1714 14.397188
0 0 6 4 1702 14.473498
0 0 7 13 1712 14.464979
0 0 8 14 1725 14.363530
0 0 9 11 1718 14.397188
0 0 10 8 1715 14.397188
0 0 11 17 1716 14.464979
0 0 12 18 1745 14.230457
0 0 13 15 1726 14.363530
0 0 14 20 1718 14.473498
0 0 15 21 1720 14.464979
0 0 16 22 1762 14.124138
0 0 17 19 1741 14.271777
0 0 18 24 1730 14.405627
0 0 19 29 1731 14.439483
0 0 20 26 1766 14.124138
0 0 21 36 1760 14.255220
0 0 22 28 1733 14.414076
0 0 23 38 1735 14.482027
0 0 24 35 1768 14.181189
0 0 25 40 1763 14.263494
0 0 26 29 1855 13.458927
0 0 27 46 1753 14.397188
0 0 28 43 1792 14.051458
0 0 29 44 1766 14.271777
0 0 30 61 1867 13.607973
0 0 31 42 1757 14.330029
0 1 0 1667 4085 10.163772
0 1 1 1670 4084 10.180613
0 1 2 1668 4085 10.167977
0 1 3 1668 4084 10.172185
0 1 4 1670 4088 10.163772
0 1 5 1673 4087 10.180613
0 1 6 1671 4088 10.167977
0 1 7 1680 4087 10.210220
0 1 8 1681 4091 10.197510
0 1 9 1687 4090 10.227216
0 1 10 1683 4091 10.205980
0 1 11 1684 4090 10.214464
0 1 12 1685 4095 10.197510
0 1 13 1690 4094 10.222962
0 1 14 1687 4095 10.205980
0 1 15 1688 4094 10.214464
0 1 16 1689 4097 10.205980
0 1 17 1694 4096 10.231474
0 1 18 1691 4097 10.214464
0 1 19 1692 4096 10.222962
0 1 20 1693 4100 10.210220
0 1 21 1703 4100 10.252816
0 1 22 1695 4101 10.214464
0 1 23 1696 4099 10.227216
0 1 24 1701 4255 9.622553
0 1 25 1706 4228 9.744647
0 1 26 1703 4229 9.729216
0 1 27 1700 4254 9.622553
0 1 28 1713 4261 9.645212
0 1 29 1887 4253 10.387151
0 1 30 1707 4254 9.648999
0 1 31 1712 4260 9.645212
