0 0 341885398
1 5 341885432
2 7 341885399
3 9 341885409
4 8 660944188
5 10 660944190
6 12 660944101
7 3 660944190
864 24 981445482
865 26 981445432
866 17 981445493
867 22 981445480
868 28 1301753918
869 19 1301749160
870 24 1301753862
871 26 1301753860
1724 202 1621978302
1725 204 1621979298
1726 206 1621979296
1727 208 1621978684
1732 216 1942146760
1733 218 1942148955
1734 219 1942146710
1735 217 1942146764
2592 607 2262225613
2593 609 2262225736
2594 600 2262225818
2595 605 2262225713
2620 611 2582217862
2621 602 2582210540
2622 607 2582210588
2623 609 2582217953
3448 780 2902135138
3449 785 2902136846
3450 787 2902134584
3451 789 2902134536
3496 787 3221962048
3497 789 3221960839
3498 791 3221960922
3499 782 3221960853
4308 877 3541717405
4309 879 3541720584
4310 921 3541720736
4311 880 3541717334
4372 994 3861358478
4373 923 3861380114
4374 967 3861380240
4375 992 3861358072
5164 1096 4180986533
5165 1095 4180986526
5166 1102 4180987906
5167 1104 4180988001
5248 1121 4500498660
5249 1132 4500498554
5250 1134 4500498539
5251 1126 4500498667
6048 1397 4816380532
6049 1399 4816380546
6050 1401 4816380539
6051 1406 4816380532
