1000000 1 1 2.142164e-02 3.824170e+11
1000000 2 1 2.142096e-02 7.648583e+11
1000000 3 1 2.142081e-02 1.147295e+12
1000000 4 1 2.142173e-02 1.529661e+12
1000000 5 1 2.166670e-02 1.890459e+12
1000000 6 1 2.166663e-02 2.268558e+12
1000000 7 1 2.166705e-02 2.646599e+12
1000000 8 1 2.166698e-02 3.024695e+12
1000000 9 1 3.193522e-02 2.308674e+12
1000000 10 1 3.193492e-02 2.565217e+12
1000000 11 1 3.192468e-02 2.822644e+12
1000000 12 1 3.192480e-02 3.079236e+12
1000000 13 1 4.257433e-02 2.501414e+12
1000000 14 1 4.257593e-02 2.693729e+12
1000000 15 1 4.257660e-02 2.886092e+12
1000000 16 1 4.257563e-02 3.078569e+12
1000000 17 1 5.323036e-02 2.616251e+12
1000000 18 1 5.322852e-02 2.770244e+12
1000000 19 1 5.312104e-02 2.930063e+12
1000000 20 1 5.318867e-02 3.080355e+12
1000000 21 1 6.382381e-02 2.695420e+12
1000000 22 1 6.382328e-02 2.823797e+12
1000000 23 1 6.390630e-02 2.948316e+12
1000000 24 1 6.390765e-02 3.076439e+12
1000000 25 1 7.451063e-02 2.748601e+12
1000000 26 1 7.451870e-02 2.858236e+12
1000000 27 1 7.451322e-02 2.968386e+12
1000000 28 1 7.451472e-02 3.078264e+12
1000000 29 1 8.499074e-02 2.795222e+12
1000000 30 1 8.514495e-02 2.886372e+12
1000000 31 1 8.514111e-02 2.982719e+12
1000000 32 1 8.514613e-02 3.078754e+12
